CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd174;asd;8;Evaluación comparativa de los parmetros productivos y agronómicos del pasto kikuyo Pennisetum clandestinum bajo dos metodologías de fertilización.;Colombia;2010;;94 - 100;7;;;;;;;JULIAN ECHEVERRI ZULUAGA, LUIS FERNANDO RESTREPO BETANCUR, JAIME PARRA, JAIME EDUARDO PARRA SUESCUN,;
asd175;asd;8;Evaluación comparativa de dos metodologías de diagnóstico de mastitis en un hato lechero del Departamento de Antioquia;Colombia;2010;;49 - 57;7;;;;;;;JOSE JULIAN ECHEVERRI ZULUAGA, GUILLERMO MANUEL JARAMILLO, LUIS FERNANDO RESTREPO BETANCUR,;
asd176;asd;8;Estudio clínico y hematológico de una infección experimental con Aeromonas hydrophila y Edwardsiella tarda en tilapia, Oreochromis sp.;Colombia;2010;;33 - 44;14;;;;;;;MONICA VASQUEZ PINEROS, LANG S RONDON BARRAGAN, LUIS FERNANDO RESTREPO BETANCUR, MONICA ANDREA VASQUEZ PINEROS, PEDRO R ESLAVA MOCHA, IANG SCHRONILTGEN RONDON BARRAGAN,;
asd177;asd;8;A comparison of two methods to assess nutrient digestibility in pigs;Colombia;2010;;74 - 77;133;;;;;;;AGUDELO J H, JORGE HERNAN AGUDELO TRUJILLO, MERLIN LINDEMANN, GARY CROMWELL,;
asd178;asd;8;Estudio de la absorción y distribución del clorpirifos en plantas de pasto Kikuyo Pennisetum clandestinum Hochst ex chiov. cultivadas hidropónicamente;Colombia;2010;;158 - 165;23;;;;;;;SARA MARIA MARQUEZ GIRON, ROBERTO MOSQUERA BALLESTEROS, MARGELA HERRERA TORRES, CRISTIAN MONEDERO,;
asd179;asd;8;Efectos en el tracto reproductivo, digestivo y pérdida de peso corporal del ave semipesada sometida a descanso ovárico;Colombia;2010;;173 - 182;23;;;;;;;LUIS FERNANDO GALEANO, JUAN DAVID SORZA ZAPATA, LUIS FERNANDO RESTREPO BETANCUR, CARLOS ALBERTO VELEZ HOYOS, PABLO LOPERA, LUIS FERNANDO GALEANO VASCO,;
asd180;asd;8;Efecto de diferentes tipos de grasa en dietas para rumiantes sobre la cinética de degradación y fermentación de la materia seca in vitro;Colombia;2010;;55 - 64;23;;;;;;;FREDY ARENAS SANCHEZ, JAIME RICARDO ROSERO NOGUERA, LUIS FERNANDO RESTREPO, FREDY ARLEY ARENAS SANCHEZ,;
asd181;asd;8;Efecto de adición de iones hierro y zinc sobre la producción de etanol de dos cepas recombinantes de Saccharomyces cerevisiae;Colombia;2010;;158 - 168;12;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
asd182;asd;8;Relación entre residuos de clorpirifos en leche y sangre de vacas holstein y niveles séricos de estradiol y tiroxina;Colombia;2010;;1 - 22;11;;;;;;;CARLOS MORALES VALLECILLA, NELIDA OSORIO RODRIGUEZ, LUIS FERNANDO RESTREPO BETANCUR, CARLOS LOPEZ CORDOBA,;
asd183;asd;8;Evaluación del crecimiento de un cultivo de Daphnia magna alimentado con Saccharomyces cereviseae y un enriquecimiento con avena soya;Colombia;2010;;78 - 85;23;;;;;;;ELOISA OCAMPO, MONICA CECILIA BOTERO AGUIRRE, LUIS FERNANDO RESTREPO, LUCIA E. OCAMPO QUIJANO,;
asd184;asd;8;EVALUACIÓN DE LA PRODUCCIÓN DE ETANOL UTILIZANDO CEPAS RECOMBINANTES DE Saccharomyces cerevisiae A PARTIR DE MELAZA DE CAA DE AZÚCAR;Colombia;2009;;153 - 161;76;;;;;;;CAROLINA PENA SERNA, RAFAEL EDUARDO ARANGO ISAZA,;
asd185;asd;8;Alternative feedstuffs for swine in Colombia: what are our options.;Colombia;2009;;278 - 286;22;;;;;;;JORGE HERNAN AGUDELO TRUJILLO,;
asd186;asd;10;Synthesis, composition and modification of the Bovine milk fat: a valuable nutrient for the human health;Colombia;2009;;1856 - 1866;14;;;NA;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL,;
asd187;asd;8;Alimento vivo enriquecido con ácidos grasos para el desarrollo larvario de peces;Colombia;2009;;143 - 155;22;;;;;;;CARLOS MARIO RIVERA, MONICA CECILIA BOTERO AGUIRRE, CARLOS MARIO RIVERA NARVAEZ,;
asd188;asd;8;Efecto de la osmolaridad, sobre el dimetro y la calidad de oocitos bovinos madurados in vitro.;Colombia;2009;;58 - 66;6;;;;;;;YASSER YOHAN LENIS SANIN, LUIS FERNANDO RESTREPO BETANCUR, M OLIVERA, ARIEL TARAZONA, ARIEL MARCEL TARAZONA MORALES, MARTHA OLIVERA ANGEL,;
asd189;asd;8;Estimación de parámetros genéticos para la producción de leche en el día del control empleando un modelo de regresión aleatoria para primeras lactancias en búfalos de la costa norte de Colombia;Colombia;2009;;89 -;21;;;;;;;N A HURTADO, MARIO FERNANDO CERON MUNOZ, A TONHATI, A BIGNARDI, LUIS FERNANDO RESTREPO BETANCUR, R ASPILCUELTA,;
asd190;asd;8;Efecto meteorológico sobre la producción y calidad de la leche en dos Municipios de Antioquia - Colombia;Colombia;2009;;50 - 57;6;;;;;;;JOSE JULIAN ECHEVERRI ZULUAGA, LUIS FERNANDO RESTREPO BETANCUR,;
asd191;asd;8;Evaluación de tres protocolos de tratamiento hormonal sobre el diámetro de los ovocitos de sabaleta Brycon henni.;Colombia;2009;;131 - 142;22;;;;;;;GUSTAVO ADOLFO LENIS SUCERQUIA, LUIS FERNANDO RESTREPO, PABLO E CRUZ CASALLAS, PABLO EMILIO CRUZ CASALLAS,;
asd192;asd;8;Reproducción inducida y producción de alevinos de Sabaleta Brycon henni: Determinación del tiempo de latencia utilizando Extracto de Hipófisis de Carpa;Colombia;2009;;143 - 155;22;;;;;;;GUSTAVO ADOLFO LENIS SUCERQUIA, LUIS FERNANDO RESTREPO, FABIAN MONSALVE, JUAN CARLOS RIVERA, PABLO E CRUZ CASALLAS, PABLO EMILIO CRUZ CASALLAS,;
asd193;asd;8;Effects of diet and storage on fatty acid profile, micronutrients and quality of muscle from German Simmental bulls;Países Bajos;2009;;365 - 371;82;;;doi: 10.1016/j.meatsci.2009.02.005.;;;;LILIANA MAHECHA LEDESMA, KARIN NUERNBG, GERD NUERNBERG, E HAGGEMAN, DIRK DANNEMBERGER,;
asd194;asd;8;Comparación de las propiedades de osteoconducción y osteointegración de una hidroxiapatita reabsorbible comercial con una hidroxiapatita reabsorbible sintetizada.;Colombia;2009;;117 - 131;22;;;;;;;CARDOS DAVID JARAMILLO, JAIRO RIVERA, ALEJANDRO ECHAVARRIA, JOHAN OBYRNE, DIEGO CONGOTE, LUIS FERNANDO RESTREPO BETANCUR, ALEJANDRO IVAN ECHAVARRIA VELASQUEZ,;
asd195;asd;8;The presence and spectrum of light influences the in vitro conidia production of Mycosphaerella fijiensis causal agent of black Sigatoka;Australia;2009;;514 - 517;38;;;;;;;LEONARDO SEPULVEDA, LUZ ESTELLA VASQUEZ, CLARA INES PANIAGUA, DALIA ECHEVERRY, CESAR AUGUSTO HERNANDEZ, ESPERANZA RODRIGUEZ, LUIS FERNANDO RESTREPO BETANCUR, RAFAEL ARANGO ISAZA, RAFAEL EDUARDO ARANGO ISAZA,;
asd196;asd;8;Efecto de la adición de urea protegida y sin protección sobre la cinética de degradación in vitro del pasto estrella Cynodon nlemfluensis y cańa de azúcar Saccharum officinarum;Colombia;2009;;1 - 6;21;;;;;;;MONICA DUQUE QUINTERO, JAIME RICARDO ROSERO NOGUERA, LUIS FERNANDO RESTREPO, MONICA DEL SOCORRO DUQUE QUINTERO,;
asd197;asd;9;Modelo pedagógico para el trabajo Independiente del estudiante del Programa de Zootecnia de la Facultad de Ciencias Agrarias de la Universidad de Antioquia.;Colombia;2009;;565 - 565;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd198;asd;9;Fase I de contextualización de la versión 04 del Programa de Zootecnia Escuela de Producción Agropecuaria, Facultad de Ciencias Agrarias de la Universidad de Antioquia..;Colombia;2009;;562 - 562;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd199;asd;9;Diagnóstico de la formación académica del Zootecnista y la relación con su desempeńo profesional en el Departamento de Antioquia. Revista Colombiana de Ciencias Pecuarias.;Colombia;2009;;648 - 658;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd200;asd;9;Fase III de preparación para la ejecución de la propuesta de la versión 04 del Programa de Zootecnia, Escuela de Producción Agropecuaria, Facultad de Ciencias Agrarias de la Universidad de Antioquia.;Colombia;2009;;563 - 563;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd201;asd;8;Estimación de las curvas de lactancia en ganado Holstein y BON x Holstein en trópico alto colombiano.;Colombia;2009;;35 - 42;6;;;;;;;JHON J CANAS, LUIS FERNANDO RESTREPO BETANCUR, JORGE OCHOA, ALEXANDER ECHEVERRI, MARIO FERNANDO CERON MUNOZ,;
asd202;asd;9;Estudio de tiempos y movimientos en laboratorios de semen porcino en Antioquia.;Colombia;2009;;409 - 409;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd203;asd;9;Fase II de formulación de la propuesta de la versión 04 del Programa de Zootecnia, Escuela de Producción Agropecuaria, Facultad de Ciencias Agrarias de la Universidad de Antioquia.;Colombia;2009;;562 - 562;22;;;;;;;CARLOS ALBERTO VELEZ HOYOS,;
asd204;asd;8;Comparación de las técnicas in situ de los sacos de nylon e in vitro DaisyII para estimar la cinética de degradación de alimentos para rumiantes;Colombia;2008;;1 - 8;20;;;;;;;OMAR ALBEIRO CEBALLOS, RICARDO ROSERO NOGUERA, DIANA MARIA BOLIVAR VERGARA, SANDRA LUCIA POSADA OCHOA,;
asd205;asd;8;Diversidad de hongos micorrizógenos arbusculares de una crono-secuencia de suelos aluviales degradados por actividad minera en el bajo cauca antioqueńo, Colombia;Colombia;2008;;4749 - 4759;62;;;http://www.revistas.unal.edu.co/index.php/refame/search/search;;;;MARISOL MEDINA SIERRA, HERNANDO OROZCO PATINO, MARIA ELENA MARQUEZ,;
asd206;asd;8;Microorganismos y micronutrientes en el crecimiento y desarrollo del Aliso Alnus acuminata H.B.K. en un sistema silvopastoril alto andino;Colombia;2008;;1 - 13;20;;;http://www.lrrd.org/lrrd20/4/moli20054.htm;;;;MAURICIO MOLINA LINCE, MARISOL MEDINA SIERRA, LILIANA MAHECHA LEDESMA,;
asd207;asd;8;Evaluación productiva y microeconómica de la aplicación de fuentes comerciales de somatotropina bovina en vacas de leche;Colombia;2008;;27 - 38;21;;;;;;;SANDRA LUCIA POSADA OCHOA, HERNAN ECHAVARRIA SANCHEZ, GIOVANNI MONTOYA, ANDRES FELIPE CARDONA RIVAS, OSCAR ECHEVERRI,;
asd208;asd;9;Efecto del enriquecimiento con diferentes fuentes de á 1 cidos grasos del nematodo Panagrellus redivivivus en el crecimiento y sobrevivencia de cachama blanca Piaractus brachypomus;Colombia;2008;;17 - 17;21;;;;;;;CARLOS MARIO RIVERA, MONICA BOTERO AGUIRRE, HENRY OSTOS ALFONSO, MONICA CECILIA BOTERO AGUIRRE, LILIANA CARDONA,;
asd209;asd;9;Estudio comparativo de Artemia salina vs Panagrellus re 1 divivus, en el crecimiento y sobrevivencia de larvas bocachico Prochilodus magdalenae;Colombia;2008;;24 - 24;21;;;;;;;LILIANA CARDONA, CARLOS MARIO RIVERA, MARTHA OLIVERA, MONICA CECILIA BOTERO AGUIRRE, MONICA BOTERO AGUIRRE,;
asd210;asd;8;Supplementation with bypass fat in silvopastoral systems diminishes the ratio of milk saturated/unsaturated fatty acids.;Países Bajos;2008;;401 - 410;40;;;10.1007/s11250-007-9082-5;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, CERON MARIO, SALAZAR BLANCA, SUAREZ JF, SUAREZ JORGE,;
asd211;asd;8;Comparación de modelos no lineales para describir curvas de crecimiento en cuyes Cavia porcellus desde el nacimiento hasta la edad de sacrificio;Colombia;2008;;1 - 12;20;;;;;;;JAIME RICARDO ROSERO NOGUERA, ROSA LILA PEREIRA TUPAZ, CARLOS SOLARTE PORTILLA, CARLOS EUGENIO SOLARTE PORTILLA,;
asd212;asd;8;Comparación de las técnicas in situ de los sacos de nylon e in vitro DaisyII para estimar la cinética de degradación de alimentos para rumiantes;Colombia;2008;;1 - 12;20;;;;;;;JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA, DIANA MARIA BOLIVAR VERGARA, OMAR CEBALLOS,;
asd213;asd;8;Calidad de los ensilajes de cuatro genotipos de girasol Helianthus annuus con diferentes proporciones de la planta: Efecto sobre los carbohidratos y la digestibilidad de la materia seca;Colombia;2008;;1 - 12;20;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, IRAN BORGES,;
asd214;asd;9;Evaluación del crecimiento de un cultivo de Daphnia magna alimentado con Saccharomyces cereviseae y un enriquecimiento de ácidos grasos insaturados.;Colombia;2008;;35 -;21;;;;;;;LUIS FERNANDO RESTREPO, LUCIA E OCAMPO, MONICA CECILIA BOTERO AGUIRRE, MONICA BOTERO AGUIRRE,;
asd215;asd;9;Evaluación de la producción de microgusano Panagrellus redivivus en dos sustratos con diferentes niveles de enriquecimiento, como fuente de alimento vivo para larvas de peces;Colombia;2008;;32 - 32;21;;;;;;;LILIANA CARDONA, FERNEY ROJAS, JUAN DAVID FRANCO, MONICA CECILIA BOTERO AGUIRRE, MONICA BOTERO AGUIRRE,;
asd216;asd;8;Establecimiento de un sistema silvopastoril mediante las especies Alnus acuminata H.B.K. y Acacia decurrens Willd y respuesta al empleo de organismos rizosféricos en San Pedro Antioquia.;Colombia;2008;;1 - 12;20;;;http://www.lrrd.org/lrrd20/1/medi20007.htm;;;;MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO, MARIA CLAUDIA DIEZ GOMEZ,;
asd217;asd;8;Supplementation with bypass fat in silvopastoral systems diminishes the ratio of milk saturated/unsaturated fatty acids.;Países Bajos;2008;;209 - 2016;40;;;doi: 10.1017/S002202990800318X;;;;LILIANA MAHECHA LEDESMA, J F SUAREZ, B SALAZAR, E MOLINA, CARLOS HERNANDO MOLINA DURAN, MARTHA OLIVERA ANGEL, JORGE GALLO, J J LOPERA, JOAQUIN ANGULO,;
asd218;asd;8;Microorganismos y micronutrientes en el crecimiento y desarrollo del Aliso Alnus acuminata H.B.K. en un sistema silvopastoril alto andino;Colombia;2008;;1 - 16;20;;;NA;;;;MAURICIO MOLINA LINCE, MARISOL MEDINA, LILIANA MAHECHA LEDESMA,;
asd219;asd;8;Colonización y respuesta del aliso Alnus acuminata H.B.K. a algunos hongos micorrizógenos en un sistema silvopastoril interactuando con micronutrientes en Jardín Antioquia;Colombia;2007;;110 - 116;37;;;;;;;LAURA PATRICIA POSADA BARRERA, MAURICIO MOLINA LINCE, MARISOL MEDINA SIERRA,;
asd220;asd;8;Validación de métodos de secado para la determinación de materia seca en especies forrajeras;Colombia;2007;;1 - 8;19;;;;;;;SANDRA LUCIA POSADA OCHOA, LUIS FERNANDO RESTREPO, JOAQUIN ANGULO,;
asd221;asd;8;Peso y condición corporal de vacas Cebú y Angus x Cebú de primer parto y de sus terneros, al ser suplementadas con grasa protegida;Colombia;2007;;49 - 58;11;;;;;;;LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, MARIO FERNANDO CERON MUNOZ, JOAQUIN ANGULO ARIZALA, CARLOS GIRALDO,;
asd222;asd;8;Broiler Incubation. 1. Effect of Elevated Temperature During Late Incubation on body weigth and organs of chicks;Estados Unidos;2007;;2685 - 2691;86;;;;;;;HUGO ROMERO SANCHEZ, PW PLUMSTEAD, N LEKSRISOMPONG, KE BRANNAN,;
asd223;asd;8;Effects of Phosphorus Level and Phytase in Broiler Breeder Rearingand laying diets on live performance and phosphorus excretion;Estados Unidos;2007;;225 - 231;86;;;;;;;HUGO ROMERO SANCHEZ, PW PLUMSTEAD, R O MAGUIRE, A G GERNAT,;
asd224;asd;8;Feeding Broiler Breeder Males. 1. Effect of Feeding Program and dietary crude protein during the rearing on body weigth and fertility of broiler breeder males;Estados Unidos;2007;;168 - 174;86;;;;;;;HUGO ROMERO SANCHEZ, P W PLUMSTEAD,;
asd225;asd;8;Feeding Broiler Breeder Males. 2. Effect of Cumulative Rearing Nutrition on body weight,shank length,comb height, and fertility;Estados Unidos;2007;;175 - 181;86;;;;;;;HUGO ROMERO SANCHEZ, PW PLUMSTEAD, N LEKSRISOMPONG,;
asd226;asd;8;Virginiamycin improves phosphorus digestibility and utilization by growing-finishing pigs fed a phosphorus-deficient, corn-soybean meal diet.;Estados Unidos;2007;;2173 - 2182;85;;;10.2527/jas.2006-733;;;;JORGE HERNAN AGUDELO TRUJILLO, G L CROMWELL, M C NEWMAN, M D LINDEMANN, R D NIMMO,;
asd227;asd;8;The correlation between passage rate of digesta and dry matter digestibility in various stages of swine;Estados Unidos;2007;;81 - 84;109;;;http://dx.doi.org/10.1016/j.livsci.2007.01.082;;;;MD LINDEMANN, GL CROMWELL, A BALFAGON, JORGE HERNAN AGUDELO TRUJILLO,;
asd228;asd;8;La cachama blanca Piaractus brachypomus, una especie potencial para el mejoramiento genético;Colombia;2007;;79 - 86;20;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARTHA NELLY MESA GRANDA, MONICA BOTERO AGUIRRE,;
asd229;asd;8;Rayos X: Como herramienta de cuantificación de espinas intramusculares en cachama blanca Piaractus brachypomus, para un programa de mejoramiento genético;Colombia;2007;;-;;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARTHA OLIVERA ANGEL, MARTHA NELLY MESA GRANDA, MARIO CERON, MONICA BOTERO AGUIRRE,;
asd230;asd;8;Masculinización de tilapia roja Oreochromis spp por inmersión utilizando 17 alfametiltestosterona;Colombia;2007;;318 - 326;20;;;;;;;MONICA CECILIA BOTERO AGUIRRE, CARVAJAL LOPEZ DL, LOPEZ ESCUDERO CA, MONICA BOTERO AGUIRRE,;
asd231;asd;8;La cachama blanca piaractus brachypomus, una especie potencial para el mejoramiento genetico;Colombia;2007;;79 - 86;20;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARTHA MESA,;
asd232;asd;8;Comparación de dos protocolos anestsicos para ovariohisterectoma en perras sanas;Colombia;2007;;425 - 430;20;;;;;;;ISABEL RUIZ C, JHON RUIZ D, LUIS FERNANDO RESTREPO BETANCUR, JHON DIDIER RUIZ BUITRAGO, ISABEL CRISTINA RUIZ SIERRA, PAOLA BAEZ C, PAOLA CATHERINE BAEZ SUAREZ,;
asd233;asd;8;Análisis de biopsias gástricas endoscópicas en caninos;Colombia;2007;;250 - 259;20;;;;;;;CARLOS A HERNANDEZ, LUIS FERNANDO RESTREPO BETANCUR, GABRIEL GALLON, CARLOS ANDRES HERNANDEZ LOPEZ,;
asd234;asd;8;Características de crecimiento en bovinos mestizos en la costa norte Colombiana;Colombia;2007;;20 -;19;;;;;;;ELKIN MAURICIO ARBOLEDA ZAPATA, LUIS FERNANDO RESTREPO BETANCUR, O.D VERGARA GARAY,;
asd235;asd;8;Caracterización de las propiedades del aire húmedo Sicrometría del microclima de la hacienda Vegas de la Clara nordeste antioqueńo, Colombia;Colombia;2007;;339 - 342;20;;;;;;;SARA MARIA MARQUEZ GIRON, LUIS FERNANDO RESTREPO BETANCUR, MONICA MARIA ESTRADA PAREJA,;
asd236;asd;8;Comparación de cuatro protocolos anestésicos para ovariohisterectomía canina en jornadas de esterilización masiva;Colombia;2007;;260 - 268;20;;;;;;;RAUL SANCHEZ NODARSE, JHON RUIZ D, LUIS FERNANDO RESTREPO BETANCUR, JHON DIDIER RUIZ BUITRAGO, JAIRO PENA A,;
asd237;asd;8;Comparación de ketamina,etomidato y propofol como inductores para gastroduodenoscopia en perros;Colombia;2007;;59 - 66;20;;;;;;;LEONARDO F GOMEZ G, SONIA C OROZCO PADILLA, LUIS FERNANDO RESTREPO BETANCUR, SONIA CECILIA OROZCO PADILLA, CARLOS A HERNANDEZ, CARLOS ANDRES HERNANDEZ LOPEZ, LEONARDO FABIO GOMEZ GIRALDO,;
asd238;asd;8;De Pearson a Spearman;Colombia;2007;;183 - 192;20;;;;;;;LUIS FERNANDO RESTREPO BETANCUR, JULIAN GONZALEZ LOPEZ,;
asd239;asd;8;Diagramas de estructura en el análisis de Varianza;Colombia;2007;;202 - 208;20;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
asd240;asd;8;Efecto de la temperatura y la humedad relativa en los parámetros productivos y la transferencia de calor en pollos de engorde;Colombia;2007;;288 - 303;20;;;;;;;SARA MARIA MARQUEZ GIRON, LUIS FERNANDO RESTREPO BETANCUR, MONICA MARIA ESTRADA PAREJA,;
asd241;asd;8;La esperanza del cuadrado medio;Colombia;2007;;193 - 201;20;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
asd242;asd;8;Tipos de suma de cuadrados en el análisis de la varianza;Colombia;2007;;209 - 215;20;;;;;;;LUIS FERNANDO RESTREPO BETANCUR,;
asd243;asd;8;Validación de métodos de secado para la determinación de materia seca en especies forrajeras;Colombia;2007;;225 -;19;;;;;;;SANDRA LUCIA POSADA, LUIS FERNANDO RESTREPO BETANCUR, JOAQUIN ANGULO,;
asd244;asd;8;Variables asociadas con la presentación de carne PSE Pálida, Suave, Exudativa en canales de cerdo;Colombia;2007;;327 - 338;20;;;;;;;JORGE A FERNANDEZ, LUIS FERNANDO RESTREPO BETANCUR, WILSON E CASTRILLON, JORGE ARTURO FERNANDEZ SILVA,;
asd245;asd;8;Evaluación de sustratos y cultivos trampa bajo condiciones controladas para la obtención de hongos micorrízogenos de Aliso Alnus acuminata H.B.K.;Colombia;2007;;45 -;18;;;;;;;MAURICIO MOLINA, LUIS FERNANDO RESTREPO BETANCUR, MARISOL MEDINA,;
asd246;asd;8;Peso y condición corporal de vacas Cebú y Angus x Cebú de primer parto y de sus terneros, al ser suplementados con grasa protegida;Colombia;2007;;49 - 58;11;;;;;;;JOAQUIN ANGULO ARIZALA, MARTHA OLIVERA ANGEL, MAHECHA LILIANA, CERON MARIO, JORGE GALLO,;
asd247;asd;8;Validación de métodos de secado para la determinación de materia seca en especies forrajeras;Colombia;2007;;1 - 10;19;;;;;;;JOAQUIN ANGULO ARIZALA, SANDRA POSADA, LUIS FERNANDO RESTREPO,;
asd248;asd;8;modelación de la cinética de degradación de alimentos para rumiantes;Colombia;2007;;174 - 182;20;;;;;;;JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd249;asd;8;Comparación de modelos matemáticos: una aplicación en la evaluación de alimentos para animales;Colombia;2007;;141 - 148;20;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd250;asd;8;modelación de curvas de lactancia;Colombia;2007;;149 - 156;20;;;;;;;JUAN CARLOS QUINTERO, JORGE SERNA, NAUDIN HURTADO, JAIME RICARDO ROSERO NOGUERA, JUAN CARLOS QUINTERO VELEZ, NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNANDO CERON MUNOZ,;
asd251;asd;8;Modelación de la cinética de degradación de alimentos para rumiantes;Colombia;2007;;174 - 182;20;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd252;asd;8;Comparación de modelos matemáticos: una aplicación en la evaluación de alimentos para animales;Colombia;2007;;141 - 148;20;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA,;
asd253;asd;8;Effects of Dietary Metabolizable Energy and Protein on Early Growth responses of broilers to dietary lysine;Estados Unidos;2007;;2639 - 2648;86;;;;;;;HUGO ROMERO SANCHEZ, PLUMSTEAD P W, JW STEARS,;
asd254;asd;8;Efecto de la utilización de arbóreas y arbustivas forrajeras sobre la dinámica digestiva en bovinos;Colombia;2007;;40 - 50;4;;;;;;;JUAN CARLOS CARMONA AGUDELO,;
asd255;asd;8;Tithonia diversifolia hemsl. Gray botón de oro como suplemento forrajero de vacas F1 Holstein por Cebú. Livestock Research for Rural Development.;Colombia;2007;;1 - 10;19;;;;;;;LILIANA MAHECHA LEDESMA, L F RESTREPO, J F SUAREZ, J P ESCOBAR,;
asd256;asd;8;Evaluación del silvopastoreo de novillos Cebú en un sistema de Eucalyptus tereticornis y Panicum maximum, en la reforestadora San Sebastián;Colombia;2007;;1 - 10;19;;;;;;;LILIANA MAHECHA LEDESMA, MA MONSALVE, F ARROYAVE,;
asd257;asd;9;Condiciones tróficas y conducta de alimentación de alevinos obtenidos por reproducción artificial;Colombia;2006;;2 - 2;1;;;;;;;MONICA BOTERO AGUIRRE, CARLOS ANDRES LOPEZ ESCUDERO,;
asd258;asd;8;Estimates of correction factors for lactation length, age and calving season in buffaloes of colombian atlantic coast;Colombia;2006;;1 - 5;18;;;;;;;ANDRES ANTONIO GUTIERREZ VALENCIA, NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNANDO CERON MUNOZ,;
asd259;asd;8;Masculinización de tilapia roja Oreochromis spp por inmersión utilizando 17 alfa  metiltestosterona;Colombia;2006;;318 - 326;20;;;;;;;CARLOS ANDRES LOPEZ ESCUDERO, MONICA BOTERO AGUIRRE, DEWIN LEANDRO CARVAJAL LOPEZ,;
asd260;asd;8;Estimates of genetic parameters of milk yield in test day analysis in buffaloes of the colombian atlantic coast;Colombia;2006;;1 - 7;18;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNANDO CERON MUNOZ, ANDRES ANTONIO GUTIERREZ VALENCIA,;
asd261;asd;9;Efecto de la inclusión de acacia negra Acacia decurrens en dietas de kikuyo pennisetum clandestinum sobre la fermentación ruminal y la producción de metano en un sistema in vitro Rusitec.;Colombia;2006;;245 - 245;19;;;;;;;JUAN CARLOS CARMONA AGUDELO, LUIS ALFONSO GIRALDO VALDERRAMA, DIANA MARIA BOLIVAR VERGARA, TIEMANN T, LASCANO C,;
asd262;asd;9;Effect of Feeding Program and Dietary Crude Protein During Rearing On Body Weight and Fertility of Broiler Breeder Males;Estados Unidos;2006;;NA -;88;;;;;;;HUGO ROMERO SANCHEZ, PW PLUMSTEAD,;
asd263;asd;8;Feeding Broiler Breeder Males. 2. Feeding Broiler Breeder Males. 2. Effect of Cumulative Rearing Nutrition on Body Weight, Shank Length, Comb Height, and Fertility;Colombia;2006;;-;;;;;;;;HUGO ROMERO SANCHEZ, N LEKSRISOMPONG, P W PLUMSTEAD,;
asd264;asd;8;Feeding Broiler Breeder Males. 4. Effect of Feed Allocation Program During Rearing and Subsequent Feed Increments During The Production Period on Progeny Performance;Estados Unidos;2006;;-;;;;;;;;HUGO ROMERO SANCHEZ, N LEKSRISOMPONG, P W PLUMSTEAD,;
asd265;asd;8;Effect of antioxidants selenium, Vitamin C, and Vitamin E on broiler breeder egg production, fertility, and hatchability;Estados Unidos;2006;;-;;;;;;;;HUGO ROMERO SANCHEZ, PW PLUMSTEAD,;
asd266;asd;8;Effect Of Feeding Program During Rearing and Onset of Lay on Reproductive Performance of Broiler Breeder Females;Estados Unidos;2006;;1 -;85;;;;;;;HUGO ROMERO SANCHEZ, N LEKSRISOMPONG, P PLUMSTEAD,;
asd267;asd;9;Effect of broiler breeder male feeding program around photostimulation and during the production period on fertility and progeny performance;Estados Unidos;2006;;SM40 -;85;;;;;;;HUGO ROMERO SANCHEZ, P W PLUMSTEAD,;
asd268;asd;8;Trayectoria y Perspectivas de la Estación Piscícola San José del Nus de la Universidad de Antioquia;Colombia;2006;;242 - 244;19;;;;;;;JAIME HERNAN URIBE VALENCIA, JOHN ARBOLEDA,;
