CODGP_PROD; CODGP; GP_TIPO_PROD; Nombre Producto; Lugar; Año; Idioma; Páginas; Volumen; Editorial; Ambito; DOI; Descripción; Instituciones; Tipo Vincula Institu; Autores
asd269;asd;11;Disminución de la reproducción, el crecimiento y la sobrevivencia de peces, debido a una alteración en la cantidad y la calidad del agua;Colombia;2006;;228 - 232;19;;;;;;;MONICA CECILIA BOTERO AGUIRRE, HECTOR A JIMENEZ A, JAIME URIBE V,;
asd270;asd;8;Evaluación de la prueba de Progenie para tres granjas productoras de alevinos de trucha arco iris Oncorhynchus mykiss en Colombia;Colombia;2006;;-;;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARIO CERON, FRANCY ROJAS,;
asd271;asd;8;mitochondrial activity, distribution and segregation in bovine oocytes and embryos produced in vitro;Estados Unidos;2006;;5 - 11;45;;;;;;;MARTA OLIVERA, ARIEL TARAZONA, JAIME IVAN RODRIGUEZ OSPINA, LUIS FERNANDO RESTREPO BETANCUR, ARIEL MARCEL TARAZONA MORALES,;
asd272;asd;9;Estimación de curvas de crecimiento en búfalos;Colombia;2006;;245 - 245;19;;;;;;;DIVIER ANTONIO AGUDELO GOMEZ, MARIO FERNANDO CERON MUNOZ, NAUDIN ALEJANDRO HURTADO LUGO, LUIS FERNANDO FESTREPO L, DAVID ALEXANDER ARCILA,;
asd273;asd;8;Efecto de la inclusión de papa Solanum tuberosum en la cinética de fermentación in vitro del pasto kikuyo Pennisetum clandestinum;Colombia;2006;;1 - 15;18;;;;;;;JAIME RICARDO ROSERO NOGUERA, DIANA MARIA BOLIVAR VERGARA, ISABEL CRISTINA RAMIREZ,;
asd274;asd;8;Calidad de los ensilajes de cuatro genotipos de girasol Helianthus annuus ensilados con diferentes proporciones de la planta: Materia seca, fracción nitrogenada, pH y extracto etéreo;Colombia;2006;;1 - 15;18;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, PEREIRA L,;
asd275;asd;8;Digestibilidad aparente de la harina de arroz en ovinos;Colombia;2006;;1 - 17;18;;;;;;;NORBERTO MARIO RODRIGUEZ, MARTIN PENTREATH, JAIME RICARDO ROSERO NOGUERA,;
asd276;asd;8;Evaluación productiva y análisis económico del maní forrajero Arachis pintoi en un sistema de levante - ceba de porcinos en confinamiento;Colombia;2006;;259 - 269;19;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME MEJIA, JAIME RICARDO ROSERO NOGUERA, MARGARITA CUAN, LINA MURILLO,;
asd277;asd;8;Relación entre presión y volumen para la implementación de la técnica in vitro de producción de gases en Medellín - Colombia;Colombia;2006;;407 - 414;19;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, DIANA MARIA BOLIVAR VERGARA,;
asd278;asd;8;Relación entre presión y volumen para la implementación de la técnica in vitro de producción de gases en Medellín, Colombia;Colombia;2006;;407 - 414;19;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, DIANA MARIA BOLIVAR VERGARA,;
asd279;asd;8;Evaluación productiva y análisis microeconómico del maní forrajero perenne Arachis pintoi en un sistema de levante-ceba de porcinos en confinamiento;Colombia;2006;;259 - 269;19;;;;;;;SANDRA LUCIA POSADA OCHOA, JAIME RICARDO ROSERO NOGUERA, JAIME MEJIA, LINA MURILLO, MARGARITA CUAN,;
asd280;asd;8;La formación del universitario: Un gran desafío para la Universidad;Colombia;2006;;1 - 7;6;;;;;;;SANDRA LUCIA POSADA OCHOA,;
asd281;asd;8;Una visión sobre la calidad de la carne de cerdo: La condición PSE y variables que la influyen;Colombia;2006;;-;Evalua;;;;;;;WILSON ERNESTO CASTRILLON HOYOS,;
asd282;asd;8;Caracterización y análisis de asociación de bola drb3 con el conteo de células somáticas, en la raza Holstein en Antioquia, Colombia;Colombia;2006;;63 - 70;28;;;;;;;ESPERANZA TRUJILLO BRAVO, PAOLA RODRIGUEZ, MARIO FERNANDO CERON MUNOZ,;
asd283;asd;8;Inherited Thrombophilia is Associated with Deep Vein Thrombosis in a Colombian Population;Estados Unidos;2006;;-;;;;;;;;HENRY CARDONA CADAVID, J TORRES, L ALVAREZ, W CARDONA MAYA, SA CASTANEDA, F QUINTERO RIVERA, A CADAVID, G BEDOYA,;
asd284;asd;8;Análisis de variables asociadas con la presentación de carne PSE pálida, suave, exudativa en canales de cerdo.;Colombia;2006;;-;Evalua;;;;;;;WILSON ERNESTO CASTRILLON HOYOS,;
asd285;asd;8;Effect of supplementation with bypass fat on maternal ability in beef cows;Colombia;2006;;-;;;;;;;;LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, JORGE GALLO, MARIO FERNANDO CERON MUNOZ, GIRALDO C, ANGULO JOAQUIN,;
asd286;asd;8;El efecto de la interacción Frankia-micorrizas-micronutrientes en el establecimiento de árboles de aliso A. acuminata en sistemas silvopastoriles.;Colombia;2006;;39 - 48;19;;;;;;;MAURICIO MOLINA LINCE, MARISOL MEDINA SIERRA, FRANCISCO HERNANDO OROZCO PATINO,;
asd287;asd;8;Producción de leche en búfalas de la Costa Atlántica colombiana;Colombia;2005;;1 - 7;17;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNANDO CERON MUNOZ, HUMBERTO TONHATI, ANDRES ANTONIO GUTIERREZ VALENCIA, ALEJANDRO HENAO,;
asd288;asd;8;producción de materia seca y calidad forrajera de Cratylia argentea desv. O. Kuntze bajo tres alturas y edades de corte en Bosque húmedo tropical.;Colombia;2005;;1 - 10;17;;;http://www.lrrd.org/lrrd17/10/sant17116.htm;;;;MARTHA OLIVA SANTANA RODRIGUEZ, MARISOL MEDINA SIERRA,;
asd289;asd;9;Producción de alimento vivo en San José del Nus para alimentación de larvas de peces;Colombia;2005;;335 - 335;18;;;;;;;CARLOS ANDRES LOPEZ ESCUDERO, MONICA BOTERO AGUIRRE, DEWIN LEANDRO CARVAJAL LOPEZ,;
asd290;asd;9;Masculinización de tilapia roja por inmersión utilizando 17 alfa  metiltestosterona;Colombia;2005;;334 - 334;18;;;;;;;CARLOS ANDRES LOPEZ ESCUDERO, MONICA BOTERO AGUIRRE, DEWIN LEANDRO CARVAJAL LOPEZ,;
asd291;asd;8;Estimación de la síntesis de proteína microbiana a partir de la excreción urinaria de derivados púricos;Colombia;2005;;1 - 10;17;;;;;;;SANDRA LUCIA POSADA OCHOA, LUIS ALFONSO GIRALDO, DIANA MARIA BOLIVAR,;
asd292;asd;8;Use of some mathematical models to study the lactation curve of Murrah buffaloes and their crossbreeds under a semi-extensive system in the state of Sao Paulo;Venezuela;2005;;13 - 17;13;;;;;;;MITHON HONORIO MUNOZ BERROCAL, HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, JEANNE MENDES CATTINE DUARTE, RICARDO LUIS CHABARIBERI,;
asd293;asd;8;Use of segmented polynomials to study the lactation curve of Murrah and their crossed breeds of buffaloes under an extensive production system in the State of Sao Paulo;Venezuela;2005;;1 - 5;13;;;;;;;MITHON HONORIO MUNOZ BERROCAL, HUMBERTO TONHATI, MARIO FERNANDO CERON MUNOZ, LEONARDO DE OLIVEIRA SENO, ANTONIO ROBERTO OTAVIANO,;
asd294;asd;8;Estimación de polimorfismos del gen de leptina bovino en poblaciones de las razas criollas Hartón del Valle, Blanco Orejinegro BON y en la raza Brahman;Colombia;2005;;215 - 221;18;;;;;;;MARIA TERESA GUERRA, ESPERANZA TRUJILLO BRAVO, ESPERANZA ROCIO TRUJILLO BRAVO, MARIO FERNANDO CERON MUNOZ,;
asd295;asd;8;The first homozygous family for factor II G20210A mutation in Latin America;Estados Unidos;2005;;-;3;;;;;;;HENRY CARDONA CADAVID, TORRES JD, BEDOYA G, CADAVID AP, TOBON LI, CARDONA MAYA W, CASTANEDA SA, MARTINEZ J, ROMAN A ALVAREZ L,;
asd296;asd;8;Determinación de parámetros físico-químicos de leche bufalina en un sistema de producción orgánica;Colombia;2005;;1 - 9;17;;;;;;;NAUDIN ALEJANDRO HURTADO LUGO, MARIO FERNANDO CERON MUNOZ, MARIA ISABEL LOPERA, ALFONSO BERNAL, TATIANA CIFUENTES,;
asd297;asd;8;El gas metano en la producción ganadera y alternativas para medir sus emisiones y aminorar su impacto a nivel ambiental y productivo;Colombia;2005;;49 - 63;18;;;;;;;JUAN CARLOS CARMONA AGUDELO, LUIS ALFONSO GIRALDO VALDERRAMA, DIANA MARIA BOLIVAR VERGARA,;
asd298;asd;9;Efecto de la suplementación con acacia negra Acacia decurrens sobre el consumo y parámetros fermentativos ruminales de bovinos alimentados con kikuyo Pennisetum clandestinum;Colombia;2005;;352 - 352;18;;;;;;;JUAN CARLOS CARMONA AGUDELO, LUIS ALFONSO GIRALDO VALDERRAMA, DIANA MARIA BOLIVAR VERGARA, TIEMANN T, LASCANO C,;
asd299;asd;8;Oviposition pattern, egg weight, fertility, and hatchability of young and old broiler breeders;Estados Unidos;2005;;1505 - 1509;84;;;;;;;ZAKARIA AH, PW PLUMSTEAD, HUGO ROMERO SANCHEZ, N LEKSRISOMPONG, J OSBORNE,;
asd300;asd;9;Effects of dietary crude protein and amino acid balance on the early body weight gain response of broilers to dietary lysine;Estados Unidos;2005;;515 -;84;;;;;;;HUGO ROMERO SANCHEZ, N LEKSRISOMPONG, PLUMSTEAD P,;
asd301;asd;9;Effect of temperature during incubation and brooding on broiler chick development and growth;Estados Unidos;2005;;S30 -;84;;;;;;;LEKSRISOMPONG N, P PLUMSTEAD, HUGO ROMERO SANCHEZ,;
asd302;asd;9;Effect of feed allocation program during the rearing and early production on body weight and fertility of broiler breeder males;Estados Unidos;2005;;28 -;84;;;;;;;HUGO ROMERO SANCHEZ,;
asd303;asd;9;Comparación fenotípica de caracteres morfométricos y merísticos óseos, en animales jóvenes y adultos de cachama blanca Piaractus brachypomus;Colombia;2005;;335 - 335;18;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARTHA NELLY MESA GRANDA, MONICA BOTERO AGUIRRE,;
asd304;asd;9;Efecto de la hormona 17a-metil testosterona en la prueba de progenie de neomachos de trucha Arco Iris Oncorhynchus mykiss;Colombia;2005;;334 - 334;18;;;;;;;MONCADA AM, FRANCY ROJAS, MONICA CECILIA BOTERO AGUIRRE,;
asd305;asd;9;Masculinización de Tilapia Roja Oreochromis spp. por inmersión utilizando 17 alfa . metiltestosterona;Colombia;2005;;334 - 334;18;;;;;;;MONICA CECILIA BOTERO AGUIRRE, CARVAJAL LOPEZ DL, LOPEZ ESCUDERO CA, MONICA BOTERO AGUIRRE,;
asd306;asd;9;Producción de alimento vivo en San José del Nus para alimentación de larvas de peces;Colombia;2005;;335 - 335;18;;;;;;;MONICA CECILIA BOTERO AGUIRRE, CARVAJAL LOPEZ DL, LOPEZ ESCUDERO CA,;
asd307;asd;8;Interrupcion temporal del amamantamiento ITA vacas cebu y su efecto en la funcion ovarica;Espańa;2005;;25 -;6;;;;;;;ZULMA TATIANA CORTES RUIZ, MARTA OLIVERA, LUIS FERNANDO RESTREPO BETANCUR, CARLOS GIRALDO ECHEVERRI,;
asd308;asd;8;Respuesta inmune humoral de una vacuna comercial contra la estomatitis vesicular en cerdos;Colombia;2005;;115 - 121;18;;;;;;;JOHN JAIRO ARBOLEDA CESPEDES, RUTH M VALBUENA, NANCY NARANJO, JAIME I VELASQUEZ, JUAN D RODAS, ANDRES F LONDONO, JUAN DAVID RODAS GONZALEZ, GUSTAVO ADOLFO GARCIA HENAO,;
asd309;asd;8;Establecimiento de un centro de reproducción de Pterophyllum scalare pez ángel o escalar en las instalaciones de la corporación universitaria lasallista;Colombia;2005;;26 - 30;2;;;;;;;DIVIER ANTONIO AGUDELO GOMEZ,;
asd310;asd;8;Composición nutricional de la leche de ganado;Colombia;2005;;38 - 42;2;;;;;;;DIVIER ANTONIO AGUDELO GOMEZ, OSWALDO BEDOYA MEJIA, OSWALDO BEDOYA M,;
asd311;asd;8;Producción y calidad del follaje de Acacia mangium Wiild bajo tres frecuencias de corte en dos épocas del ańo;Colombia;2005;;1 - 8;17;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, IVAN RODRIGUEZ ORTEGA,;
asd312;asd;8;Supplementation with bypass fat in silvopastoral systems disminishes the ratio of milk saturated/unsaturated fatty acids.;Colombia;2005;;-;;;;;;;;JOAQUIN ANGULO ARIZALA, LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, CERON MARIO, JORGE GALLO, SALAZAR BLANCA, LOPERA JOHN, MOLINA CARLOS H, MOLINA ENRIQUE, SUAREZ JORGE, ANGULO JOAQUIN,;
asd313;asd;8;Técnica in vitro de producción de gases: Una herramienta para la evaluación de alimentos para rumiantes;Colombia;2005;;1 - 17;17;;;;;;;JAIME RICARDO ROSERO NOGUERA, SANDRA LUCIA POSADA OCHOA,;
asd314;asd;8;Use of the gas production technique to determine the kinetics of fermentation of the structural and non structural carbohydrates in sorghum for forrage;Colombia;2005;;1 - 15;17;;;;;;;JAIME RICARDO ROSERO NOGUERA, LUCIO CARLOS GONCALVES, ELOISA DE OLIVEIRA SALIBA SIMOES, ROGERIO MAURICIO MARTINS,;
asd315;asd;8;The water buffalo Bubalus bubalis an efficient user of nutrients: aspects on fermentation and ruminal digestion;Colombia;2005;;1 - 14;17;;;;;;;ROBERTO ANGULO ARROYAVE, JAIME RICARDO ROSERO NOGUERA, BERDUGO J A, JESUS ALFREDO BERDUGO GUTIERREZ,;
asd316;asd;9;Calidad de los ensilajes de cuatro genotipos de girasol Helianthus annus ensilados con diferentes proporciones de la planta;Colombia;2005;;-;;;;;;;;JAIME RICARDO ROSERO NOGUERA, MARIO FERNANDO CERON MUNOZ, SANDRA LUCIA POSADA OCHOA,;
asd317;asd;9;Relación entre presión y volumen para la implementación de la técnica in vitro de producción de gases;Colombia;2005;;-;;;;;;;;JAIME RICARDO ROSERO NOGUERA, MARIO FERNANDO CERON MUNOZ, SANDRA LUCIA POSADA OCHOA,;
asd318;asd;8;Técnica in vitro de producción de gases: Una herramienta para la evaluación de alimentos para rumiantes;Colombia;2005;;1 - 17;17;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA,;
asd319;asd;9;Calidad de los ensilajes de cuatro genotipos de girasol Helianthus annus ensilados con diferentes proporciones de la planta;Colombia;2005;;351 - 351;18;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, MARIO FERNANDO CERON MUNOZ,;
asd320;asd;9;Relación entre presión y volumen para la implementación de la técnica in vitro de producción de gases;Colombia;2005;;352 - 353;18;;;;;;;SANDRA LUCIA POSADA OCHOA, RICARDO ROSERO NOGUERA, MARIO FERNANDO CERON MUNOZ,;
asd321;asd;8;Manejo y procesamiento de la Gallinaza;Colombia;2005;;43 - 48;2;;;;;;;MONICA MARIA ESTRADA PAREJA,;
asd322;asd;8;Interacción de los factores ambientales con la respuesta del comportamiento productivo en pollos de engorde;Colombia;2005;;246 - 257;18;;;;;;;MONICA MARIA ESTRADA PAREJA, MARQUEZ G S,;
asd323;asd;8;Integración de la vida universitaria en la realidad agraria subregional del Departamento de Antioquia;Bolivia;2005;;-;36;;;;;;;SARA MARIA MARQUEZ GIRON,;
asd324;asd;9;Absorción y distribución de la cipermetrina en kikuyo Pennisetum clandestinum Hochst ex chiov en cultivo hidropónico;Colombia;2005;;-;18;;;;;;;SARA MARIA MARQUEZ GIRON, MARGELA HERRERA TORRES,;
asd325;asd;9;Efecto de la hormona 17 alfa metil testosterona en la prueba de progenie de neomachos de trucha arco iris Oncorhynchus mykiss;Colombia;2005;;334 - 334;18;;;;;;;FRANCY ANDREA ROJAS MADRID,;
asd326;asd;8;Influencia de la inclusión del efecto materno en la estimación de parámetros genéticos del peso al destete en un hato de ganado de carne;Colombia;2005;;-;;;;;;;;ELKIN MAURICIO ARBOLEDA ZAPATA,;
asd327;asd;8;Determinación de carne PSE pálida, suave y exudativa en canales de cerdo;Colombia;2005;;23 - 28;12;;;;;;;WILSON ERNESTO CASTRILLON HOYOS, JORGE A FERNANDEZ, JORGE ARTURO FERNANDEZ SILVA, LUIS FERNANDO RESTREPO,;
asd328;asd;8;Thrombophilia in a healthy population from Northwest Colombia;Estados Unidos;2005;;-;3;;;;;;;HENRY CARDONA CADAVID, CARDONA MAYA WD, TORRES JD, TOBON LI, QUINTERO RIVERA F, BEDOYA G, GOMEZ JM, CADAVID AP, ALVAREZ L, CASTANEDA SA, GOMEZ JG,;
asd329;asd;9;Caracterización fisico-química y biológica de un proceso de compostaje de caprinaza;Colombia;2005;;352 - 352;18;;;;;;;JAVIER ENRIQUE VARGAS BAYONA, SILVIO ANTONIO AYALA LOPERA, MARISOL MEDINA SIERRA,;
asd330;asd;9;Estudios preliminares en la estandarización de un protocolo para la obtención de callos embriogénicos en dos clones de caucho hevea brasiliensis.;Colombia;2005;;343 - 343;18;;;;;;;SANTIAGO CADAVID, CESAR HARNANDEZ, MARISOL MEDINA SIERRA, FERNANDO RESTREPO,;
asd331;asd;10;Importancia del manejo de hongos micorrizógenos en el establecimiento de árboles en sistemas silvopastoriles;Colombia;2005;;162 - 175;18;;;;;;;MAURICIO MOLINA LINCE, MARISOL MEDINA SIERRA, LILIANA MAHECHA LEDESMA,;
asd332;asd;8;Aislamiento y evaluación de microorganismos endófitos de aliso Alnus acuminata var. acuminata.;Colombia;2005;;1 - 10;17;;;http://www.lrrd.org/lrrd17/1/oroz17010.htm;;;;MARISOL MEDINA SIERRA, HERNANDO OROZCO PATINO, PATRICIA ISABEL SARRIA BUENAVENTURA, PATRICIA SARRIA,;
asd333;asd;10;Importancia Del manejo de hongos micorrizógenos en el establecimiento de árboles en sistemas silvpastoriles;Colombia;2005;;-;18;;;;;;;LILIANA MAHECHA LEDESMA, MAURICIO MOLINA LINCE, MARISOL MEDINA,;
asd334;asd;8;Determinación de carne PSE pálida, suave y exudativa en canales de cerdo;Colombia;2005;;363 - 363;18;;;;;;;WILSON ERNESTO CASTRILLON HOYOS, JORGE A FERNANDEZ, LUIS FERNANDO RESTREPO,;
asd335;asd;9;Efecto de la suplementación con grasa sobrepasante, sobre algunos parámetros reproductivos de vacas de carne.;Colombia;2005;;353 -;18;;;;;;;LILIANA MAHECHA LEDESMA, MARTHA OLIVERA ANGEL, JORGE GALLO, MARIO FERNANDO CERON MUNOZ, GIRALDO C, JOAQUIN ANGULO,;
asd336;asd;9;Uso de grasa sobrepasante en dietas de vacas lucerna pastoreando un sistema silvopastoril de alta densidad arbórea.;Colombia;2005;;-;18;;;;;;;LILIANA MAHECHA LEDESMA, E MOLINA, CARLOS HERNANDO MOLINA DURAN, MARTHA OLIVERA ANGEL, JORGE GALLO, MARIO FERNANDO CERON MUNOZ, JOAQUIN ANGULO, JJ LOPERA, JF SUAREZ, B SALAZAR,;
asd337;asd;8;Interaction genotype-environment at the first calving age in brazilian and colombian Holstein Cattle;Estados Unidos;2004;;2455 - 2458;87;;;10.3168/jds.S0022-03020473369-X;;;;MARIO FERNANDO CERON MUNOZ, CLAUDIO NAPOLIS COSTA, HUMBERTO TONHATI, DIANA ROJAS SARMIENTO, JUAN GUILLERMO MALDONADO ESTRADA,;
asd338;asd;8;20 Variance heterogeneity for milk yield in Brazilian and Colombian Holstein Herds;Colombia;2004;;1 - 6;16;;;;;;;MARIO FERNANDO CERON MUNOZ, CLAUDIO NAPOLIS COSTA, HUMBERTO TONHATI, CARLOS SOLARTE PORTILLA, CARLOS EUGENIO SOLARTE PORTILLA, DIANA ROJAS SARMIENTO,;
asd339;asd;8;Proceso de renovación de la acreditación del programa de Zootecnia de la Facultad dCiencias Agrarias, Universidad de Antioquia, 2001-2004. Informe;Colombia;2004;;298 - 304;17;;;;;;;MANUEL GUILLERMO CARDONA LOPEZ, MONICA BOTERO AGUIRRE, MARIO FERNANDO CERON MUNOZ, LILIANA MAHECHA LEDESMA, JOSE FERNANDO URIBE SOTO, EMMA C LOPERA, MONICA CECILIA BOTERO AGUIRRE,;
asd340;asd;8;Lack of association between recurrent pregnancy loss and inherited thrombophilia in Hispanic patients from Colombia;Estados Unidos;2004;;-;104;;;;;;;HENRY CARDONA CADAVID, BEDOYA G, CARDONA W, TORRES J, CADAVID A, ALVAREZ L, CASTANEDA SA,;
asd341;asd;8;Acompanhamento Microbiológico Durante a Elaborao de Mozarella;Brasil;2004;;65 - 70;60;;;;;;;GUTIERREZ C, DRAKSLER D, GONZALES S, PESCE DE RUIZ HOLGADO A, OTAVIANO A C, HENRY CARDONA CADAVID,;
asd342;asd;8;Trombofilias en Pacientes con Perdida Gestacional Recurrente PGR;Colombia;2004;;176 - 177;17;;;;;;;HENRY CARDONA CADAVID, GABRIEL BEDOYA, WALTER CARDONA, SERGUEI CASTANEDA, JOAQUIN GOMEZ, JORGE GOMEZ, LEONOR ALVAREZ, JOSE TORRES, LUIS TOBON, ANGELA CADAVID, ANGELA PATRICIA CADAVID JARAMILLO,;
asd343;asd;8;Comparacion de la grasa absorbida en papas a la francesa abtenidas en puntos de venta y las preparadas en condiciones controladas de laboratorio;Colombia;2004;;55 - 65;11;;;;;;;SILVIO ANTONIO AYALA LOPERA,;
asd344;asd;9;Comparative efficacy of two thermo-tolerant microbial phytases. 1. Broiler growth and feed efficacy;Estados Unidos;2004;;116 -;83;;;;;;;HUGO ROMERO SANCHEZ, PLUMSTEAD P W, B A LENFESTEY, M R BEDFORD,;
asd345;asd;9;Comparative efficacy of two thermo-tolerant microbial phytases. 2. Broiler livability and skeletal development;Estados Unidos;2004;;117 -;83;;;;;;;PLUMSTEAD P W, B A LENFESTEY, HUGO ROMERO SANCHEZ, M R BEDFORD,;
asd346;asd;9;Effect of plane of nutrition at the same feed intake on body weight and carcass characteristics of broiler breeder males;Estados Unidos;2004;;104 -;83;;;;;;;HUGO ROMERO SANCHEZ, P W PLUMSTEAD,;
asd347;asd;8;Comportamiento de los peces en la búsqueda y la captura del alimento;Colombia;2004;;63 - 75;17;;;;;;;MONICA CECILIA BOTERO AGUIRRE,;
asd348;asd;8;Descripción del desarrollo embrionario de zigotos híbridos obtenidos por el cruce de machos de cachama blanca  Piaractus brachypomus y hembras de cachama negra Colossoma macropomum;Colombia;2004;;38 - 45;17;;;;;;;MONICA CECILIA BOTERO AGUIRRE, ADRIANA FRESNEDA, FELIPE MONTOYA, MARTHA OLIVERA ANGEL,;
asd349;asd;9;Rayos X: herramienta para la selección de cachama blanca Piaractus brachypomus en un programa de mejoramiento genético de espina intramuscular;Colombia;2004;;101 - 103;1;;;;;;;MONICA CECILIA BOTERO AGUIRRE, MARTHA OLIVERA, MARTHA MESA, MARIO CERON,;
asd350;asd;8;Proceso de renovación de la acreditación del programa de Zootecnia de la Facultad de Ciencias Agrarias, Universidad de Antioquia, 2001-2004.;Colombia;2004;;298 - 304;17;;;;;;;MONICA CECILIA BOTERO AGUIRRE, JOSE FERNANDO URIBE SOTO, MARIO CERON, MANUEL GUILLERMO CARDONA LOPEZ, EMA CRISTINA LOPERA, LILIANA MAHECHA LEDESMA, MARIO FERNANDO CERON MUNOZ, MONICA BOTERO AGUIRRE,;
asd351;asd;8;Desarrollo embrionario de zigotos híbridos obtenidos por cruzamiento de machos de Cachama Blanca Piaractus brachypomus con hembras de Cachama Negra Colossoma macropomum.;Espańa;2004;;52 - 61;21;;;;;;;MONICA CECILIA BOTERO AGUIRRE, ADRIANA FRESNEDA, FELIPE MONTOYA, MARTHA OLIVERA, MONICA BOTERO AGUIRRE,;
asd352;asd;8;Espermiación inducida y crioconservación de semen de Cachama Blanca Piaractus brachypomus;Colombia;2004;;143 - 155;20;;;;;;;A FRESNEDA, GUSTAVO ADOLFO LENIS SUCERQUIA, E AGUDELO, MARTHA OLIVERA ANGEL,;
